URL,contributor,excerpt
https://github.com/NSGeophysics/GPRPy,Allen Mao,"On Windows: click on Start, then enter ""Anaconda Prompt"", without the quotation marks into the ""Search programs and files"" field. On Mac or Linux, open the regular terminal."
https://github.com/NSGeophysics/GPRPy,Allen Mao,"In the command prompt, change to the directory where you downloaded the GPRPy files. This is usually through a command like for example"
https://github.com/NSGeophysics/GPRPy,Allen Mao,cd Desktop\GPRPy
https://github.com/NSGeophysics/GPRPy,Allen Mao,if you downloaded GPRPy directly onto your desktop. Then type the following and press enter afterward:
https://github.com/NSGeophysics/GPRPy,Allen Mao,python installMigration.py
https://github.com/NSGeophysics/GPRPy,Allen Mao,Then type the following and press enter afterward:
https://github.com/NSGeophysics/GPRPy,Allen Mao,pip install .
https://github.com/NSGeophysics/GPRPy,Allen Mao,"don't forget the period ""."" at the end of the pip install command"
https://github.com/NVIDIA/vid2vid,Allen Mao,Prerequisites
https://github.com/NVIDIA/vid2vid,Allen Mao,Linux or macOS
https://github.com/NVIDIA/vid2vid,Allen Mao,Python 3
https://github.com/NVIDIA/vid2vid,Allen Mao,NVIDIA GPU + CUDA cuDNN
https://github.com/NVIDIA/vid2vid,Allen Mao,PyTorch 0.4
https://github.com/NVIDIA/vid2vid,Allen Mao,Install python libraries dominate and requests.
https://github.com/NVIDIA/vid2vid,Allen Mao,pip install dominate requests
https://github.com/NVIDIA/vid2vid,Allen Mao,"If you plan to train with face datasets, please install dlib."
https://github.com/NVIDIA/vid2vid,Allen Mao,pip install dlib
https://github.com/NVIDIA/vid2vid,Allen Mao,"If you plan to train with pose datasets, please install DensePose and/or OpenPose."
https://github.com/NVIDIA/vid2vid,Allen Mao,Clone this repo:
https://github.com/NVIDIA/vid2vid,Allen Mao,git clone https://github.com/NVIDIA/vid2vid
https://github.com/NVIDIA/vid2vid,Allen Mao,cd vid2vid
https://github.com/NVIDIA/vid2vid,Allen Mao,"Docker Image If you have difficulty building the repo, a docker image can be found in the docker folder."
https://github.com/OpenGeoVis/PVGeo,Allen Mao,"To begin using the PVGeo Python package, create/activate your Python virtual environment (we highly recommend using anaconda) and install PVGeo through pip:"
https://github.com/OpenGeoVis/PVGeo,Allen Mao,pip install PVGeo
https://github.com/OpenGeoVis/omfvista,Allen Mao,Installation is simply:
https://github.com/OpenGeoVis/omfvista,Allen Mao,pip install omfvista
https://github.com/OpenGeoVis/omfvista,Allen Mao,All necessary dependencies will be installed alongside omfvista. Please note that this package heavily leverages the PyVista package.
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,System Prerequisites
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,For default tile serving
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,GDAL >= 2.1.0
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,mapnik >= 3.1.0
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,python-mapnik >= 0.1
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,Clone the repo:
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,git clone https://github.com/OpenGeoscience/geonotebook.git
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,cd geonotebook
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,"Make a virtualenv, install jupyter[notebook], install geonotebook"
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,mkvirtualenv -a . geonotebook
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,# Numpy must be fully installed before rasterio
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,pip install -r prerequirements.txt
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,pip install -r requirements.txt
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,# Enable both the notebook and server extensions
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,jupyter serverextension enable --sys-prefix --py geonotebook
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,jupyter nbextension enable --sys-prefix --py geonotebook
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,Note The serverextension and nbextension commands accept flags that configure how and where the extensions are installed. See jupyter serverextension --help for more information.
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,Installing geonotebook for development
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,"When developing geonotebook, it is often helpful to install packages as a reference to the checked out repository rather than copying them to the system site-packages. A ""development install"" will allow you to make live changes to python or javascript without reinstalling the package."
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,"# Install the geonotebook python package as ""editable"""
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,pip install -e .
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,# Install the notebook extension as a symlink
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,jupyter nbextension install --sys-prefix --symlink --py geonotebook
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,# Enable the extension
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,# Start the javascript builder
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,cd js
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,npm run watch
https://github.com/Toblerity/Fiona/,Allen Mao,"Fiona requires Python 2.7 or 3.4+ and GDAL/OGR 1.8+. To build from a source distribution you will need a C compiler and GDAL and Python development headers and libraries (libgdal1-dev for Debian/Ubuntu, gdal-dev for CentOS/Fedora)."
https://github.com/Toblerity/Fiona/,Allen Mao,"To build from a repository copy, you will also need Cython to build C sources from the project's .pyx files. See the project's requirements-dev.txt file for guidance."
https://github.com/Toblerity/Fiona/,Allen Mao,"The Kyngchaos GDAL frameworks will satisfy the GDAL/OGR dependency for OS X, as will Homebrew's GDAL Formula (brew install gdal)."
https://github.com/Toblerity/Fiona/,Allen Mao,Python Requirements
https://github.com/Toblerity/Fiona/,Allen Mao,"Fiona depends on the modules enum34, six, cligj, munch, argparse, and ordereddict (the two latter modules are standard in Python 2.7+). Pip will fetch these requirements for you, but users installing Fiona from a Windows installer must get them separately."
https://github.com/Toblerity/Fiona/,Allen Mao,Unix-like systems
https://github.com/Toblerity/Fiona/,Allen Mao,"Assuming you're using a virtualenv (if not, skip to the 4th command) and GDAL/OGR libraries, headers, and gdal-config program are installed to well known locations on your system via your system's package manager (brew install gdal using Homebrew on OS X), installation is this simple."
https://github.com/Toblerity/Fiona/,Allen Mao,$ mkdir fiona_env
https://github.com/Toblerity/Fiona/,Allen Mao,$ virtualenv fiona_env
https://github.com/Toblerity/Fiona/,Allen Mao,$ source fiona_env/bin/activate
https://github.com/Toblerity/Fiona/,Allen Mao,(fiona_env)$ pip install fiona
https://github.com/Toblerity/Fiona/,Allen Mao,"If gdal-config is not available or if GDAL/OGR headers and libs aren't installed to a well known location, you must set include dirs, library dirs, and libraries options via the setup.cfg file or setup command line as shown below (using git). You must also specify the version of the GDAL API on the command line using the --gdalversion argument (see example below) or with the GDAL_VERSION environment variable (e.g. export GDAL_VERSION=2.1)."
https://github.com/Toblerity/Fiona/,Allen Mao,(fiona_env)$ git clone git://github.com/Toblerity/Fiona.git
https://github.com/Toblerity/Fiona/,Allen Mao,(fiona_env)$ cd Fiona
https://github.com/Toblerity/Fiona/,Allen Mao,(fiona_env)$ python setup.py build_ext -I/path/to/gdal/include -L/path/to/gdal/lib -lgdal install --gdalversion 2.1
https://github.com/Toblerity/Fiona/,Allen Mao,Or specify that build options and GDAL API version should be provided by a particular gdal-config program.
https://github.com/Toblerity/Fiona/,Allen Mao,(fiona_env)$ GDAL_CONFIG=/path/to/gdal-config pip install fiona
https://github.com/Toblerity/Fiona/,Allen Mao,Windows
https://github.com/Toblerity/Fiona/,Allen Mao,Binary installers are available at http://www.lfd.uci.edu/~gohlke/pythonlibs/#fiona and coming eventually to PyPI.
https://github.com/Toblerity/Fiona/,Allen Mao,You can download a binary distribution of GDAL from here. You will also need to download the compiled libraries and headers (include files).
https://github.com/Toblerity/Fiona/,Allen Mao,"When building from source on Windows, it is important to know that setup.py cannot rely on gdal-config, which is only present on UNIX systems, to discover the locations of header files and libraries that Fiona needs to compile its C extensions. On Windows, these paths need to be provided by the user. You will need to find the include files and the library files for gdal and use setup.py as follows. You must also specify the version of the GDAL API on the command line using the --gdalversion argument (see example below) or with the GDAL_VERSION environment variable (e.g. set GDAL_VERSION=2.1)."
https://github.com/Toblerity/Fiona/,Allen Mao,$ python setup.py build_ext -I<path to gdal include files> -lgdal_i -L<path to gdal library> install --gdalversion 2.1
https://github.com/Toblerity/Fiona/,Allen Mao,Note: The GDAL DLL (gdal111.dll or similar) and gdal-data directory need to be in your Windows PATH otherwise Fiona will fail to work.
https://github.com/Toblerity/Fiona/,Allen Mao,"The Appveyor CI build uses the GISInternals GDAL binaries to build Fiona. This produces a binary wheel for successful builds, which includes GDAL and other dependencies, for users wanting to try an unstable development version. The Appveyor configuration file may be a useful example for users building from source on Windows."
https://github.com/Toblerity/Shapely,Allen Mao,Requirements
https://github.com/Toblerity/Shapely,Allen Mao,Shapely 1.6 requires
https://github.com/Toblerity/Shapely,Allen Mao,"Python 2.7, >=3.4"
https://github.com/Toblerity/Shapely,Allen Mao,GEOS >=3.3
https://github.com/Toblerity/Shapely,Allen Mao,Installing Shapely 1.6
https://github.com/Toblerity/Shapely,Allen Mao,Shapely may be installed from a source distribution or one of several kinds of built distribution.
https://github.com/Toblerity/Shapely,Allen Mao,Built distributions
https://github.com/Toblerity/Shapely,Allen Mao,Windows users have two good installation options: the wheels at http://www.lfd.uci.edu/~gohlke/pythonlibs/#shapely and the Anaconda platform's conda-forge channel.
https://github.com/Toblerity/Shapely,Allen Mao,OS X and Linux users can get Shapely wheels with GEOS included from the Python Package Index with a recent version of pip (8+):
https://github.com/Toblerity/Shapely,Allen Mao,$ pip install shapely
https://github.com/Toblerity/Shapely,Allen Mao,A few extra speedups that require Numpy can be had by running
https://github.com/Toblerity/Shapely,Allen Mao,$ pip install shapely[vectorized]
https://github.com/Toblerity/Shapely,Allen Mao,"Shapely is available via system package management tools like apt, yum, and Homebrew, and is also provided by popular Python distributions like Canopy and Anaconda."
https://github.com/Toblerity/Shapely,Allen Mao,Source distributions
https://github.com/Toblerity/Shapely,Allen Mao,"If you want to build Shapely from source for compatibility with other modules that depend on GEOS (such as cartopy or osgeo.ogr) or want to use a different version of GEOS than the one included in the project wheels you should first install the GEOS library, Cython, and Numpy on your system (using apt, yum, brew, or other means) and then direct pip to ignore the binary wheels."
https://github.com/Toblerity/Shapely,Allen Mao,$ pip install shapely --no-binary shapely
https://github.com/Toblerity/Shapely,Allen Mao,"If you've installed GEOS to a standard location, the geos-config program will be used to get compiler and linker options. If geos-config is not on your executable, it can be specified with a GEOS_CONFIG environment variable, e.g.:"
https://github.com/Toblerity/Shapely,Allen Mao,$ GEOS_CONFIG=/path/to/geos-config pip install shapely
https://github.com/XiaLiPKU/RESCAN,Allen Mao,Prerequisite
https://github.com/XiaLiPKU/RESCAN,Allen Mao,Python>=3.6
https://github.com/XiaLiPKU/RESCAN,Allen Mao,Pytorch>=4.1.0
https://github.com/XiaLiPKU/RESCAN,Allen Mao,Opencv>=3.1.0
https://github.com/XiaLiPKU/RESCAN,Allen Mao,tensorboardX
https://github.com/ZhouYanzhao/PRM,Allen Mao,System (tested on Ubuntu 14.04LTS and Win10)
https://github.com/ZhouYanzhao/PRM,Allen Mao,NVIDIA GPU + CUDA CuDNN (CPU mode is also supported but significantly slower)
https://github.com/ZhouYanzhao/PRM,Allen Mao,Python>=3.5
https://github.com/ZhouYanzhao/PRM,Allen Mao,PyTorch>=0.4
https://github.com/ZhouYanzhao/PRM,Allen Mao,Jupyter Notebook and ipywidgets (required by the demo):
https://github.com/ZhouYanzhao/PRM,Allen Mao,# enable the widgetsnbextension before you start the notebook server
https://github.com/ZhouYanzhao/PRM,Allen Mao,jupyter nbextension enable --py --sys-prefix widgetsnbextension
https://github.com/ZhouYanzhao/PRM,Allen Mao,"Install Nest, a flexible tool for building and sharing deep learning modules:"
https://github.com/ZhouYanzhao/PRM,Allen Mao,I created Nest in the process of refactoring PRM's pytorch implementation. It aims at encouraging code reuse and ships with a bunch of useful features. PRM is now implemented as a set of Nest modules; thus you can easily install and use it as demonstrated below.
https://github.com/ZhouYanzhao/PRM,Allen Mao,$ pip install git+https://github.com/ZhouYanzhao/Nest.git
https://github.com/ZhouYanzhao/PRM,Allen Mao,Install PRM via Nest's CLI tool:
https://github.com/ZhouYanzhao/PRM,Allen Mao,# note that data will be saved under your current path
https://github.com/ZhouYanzhao/PRM,Allen Mao,$ nest module install github@ZhouYanzhao/PRM:pytorch prm
https://github.com/ZhouYanzhao/PRM,Allen Mao,# verify the installation
https://github.com/ZhouYanzhao/PRM,Allen Mao,$ nest module list --filter prm
https://github.com/ZhouYanzhao/PRM,Allen Mao,# Output:
https://github.com/ZhouYanzhao/PRM,Allen Mao,# 3 Nest modules found.
https://github.com/ZhouYanzhao/PRM,Allen Mao,# [0] prm.fc_resnet50 (1.0.0)
https://github.com/ZhouYanzhao/PRM,Allen Mao,# [1] prm.peak_response_mapping (1.0.0)
https://github.com/ZhouYanzhao/PRM,Allen Mao,# [2] prm.prm_visualize (1.0.0)
https://github.com/agile-geoscience/striplog/,Allen Mao,Dependencies
https://github.com/agile-geoscience/striplog/,Allen Mao,"These are best installed with Anaconda, see Install, below."
https://github.com/agile-geoscience/striplog/,Allen Mao,NumPy
https://github.com/agile-geoscience/striplog/,Allen Mao,matplotlib
https://github.com/agile-geoscience/striplog/,Allen Mao,Install
https://github.com/agile-geoscience/striplog/,Allen Mao,pip install striplog
https://github.com/agile-geoscience/striplog/,Allen Mao,I recommend setting up a virtual environment:
https://github.com/agile-geoscience/striplog/,Allen Mao,Install Anaconda if you don't have it already
https://github.com/agile-geoscience/striplog/,Allen Mao,"Then do this to create an environment called myenv (or whatever you like), answering Yes to the confirmation question:"
https://github.com/agile-geoscience/striplog/,Allen Mao,conda create -n myenv python=3.5 numpy matplotlib
https://github.com/agile-geoscience/striplog/,Allen Mao,source activate myenv
https://github.com/agile-geoscience/striplog/,Allen Mao,Then you can do:
https://github.com/akanazawa/hmr,Allen Mao,Python 2.7
https://github.com/akanazawa/hmr,Allen Mao,"TensorFlow tested on version 1.3, demo alone runs with TF 1.12"
https://github.com/akanazawa/hmr,Allen Mao,Setup virtualenv
https://github.com/akanazawa/hmr,Allen Mao,virtualenv venv_hmr
https://github.com/akanazawa/hmr,Allen Mao,source venv_hmr/bin/activate
https://github.com/akanazawa/hmr,Allen Mao,pip install -U pip
https://github.com/akanazawa/hmr,Allen Mao,deactivate
https://github.com/akanazawa/hmr,Allen Mao,Install TensorFlow
https://github.com/akanazawa/hmr,Allen Mao,With GPU:
https://github.com/akanazawa/hmr,Allen Mao,pip install tensorflow-gpu==1.3.0
https://github.com/akanazawa/hmr,Allen Mao,Without GPU:
https://github.com/akanazawa/hmr,Allen Mao,pip install tensorflow==1.3.0
https://github.com/akaszynski/pyansys,Allen Mao,Installation through pip:
https://github.com/akaszynski/pyansys,Allen Mao,pip install pyansys
https://github.com/albertpumarola/GANimation,Allen Mao,"Install PyTorch (version 0.3.1), Torch Vision and dependencies from http://pytorch.org"
https://github.com/albertpumarola/GANimation,Allen Mao,Install requirements.txt (pip install -r requirements.txt)
https://github.com/cgre-aachen/gempy,Allen Mao,We provide the latest release version of GemPy via the Conda and PyPi package services. We highly recommend using either PyPi as it will take care of automatically installing all dependencies.
https://github.com/cgre-aachen/gempy,Allen Mao,PyPi
https://github.com/cgre-aachen/gempy,Allen Mao,$ pip install gempy
https://github.com/cgre-aachen/gempy,Allen Mao,Manual
https://github.com/cgre-aachen/gempy,Allen Mao,Otherwise you can clone the current repository by downloading is manually or by using Git by calling
https://github.com/cgre-aachen/gempy,Allen Mao,$ git clone https://github.com/cgre-aachen/gempy.git
https://github.com/cgre-aachen/gempy,Allen Mao,and then manually install it using the provided Python install file by calling
https://github.com/cgre-aachen/gempy,Allen Mao,$ python gempy/setup.py install
https://github.com/cgre-aachen/gempy,Allen Mao,in the cloned or downloaded repository folder. Make sure you have installed all necessary dependencies listed above before using GemPy.
https://github.com/cgre-aachen/gempy,Allen Mao,Windows installation guide (Jun 2019)
https://github.com/cgre-aachen/gempy,Allen Mao,Install CUDA if you do not have it already.
https://github.com/cgre-aachen/gempy,Allen Mao,Install Anaconda3 2019.03 with Python 3.7 (this is the last release).
https://github.com/cgre-aachen/gempy,Allen Mao,"Install Theano and associated packages from the Anaconda prompt as administrator, and finally install GemPy 2.0:"
https://github.com/cgre-aachen/gempy,Allen Mao,conda update --all
https://github.com/cgre-aachen/gempy,Allen Mao,conda install libpython
https://github.com/cgre-aachen/gempy,Allen Mao,conda install m2w64-toolchain
https://github.com/cgre-aachen/gempy,Allen Mao,conda install git
https://github.com/cgre-aachen/gempy,Allen Mao,conda install pygpu
https://github.com/cgre-aachen/gempy,Allen Mao,pip install theano==1.0.4
https://github.com/cgre-aachen/gempy,Allen Mao,pip install gempy==2.0b0.dev2
https://github.com/cgre-aachen/gempy,Allen Mao,Note that:
https://github.com/cgre-aachen/gempy,Allen Mao,"a) some other packages required by Theano are already included in Anaconda: numpy, scipy, mkl-service, nose, and sphinx."
https://github.com/cgre-aachen/gempy,Allen Mao,b) pydot-ng (suggested on Theano web site) yields a lot of errors. I dropped this. It is needed to handle large picture for gif/images and probably it is not needed by GemPy.
https://github.com/cgre-aachen/gempy,Allen Mao,"c) Trying to install all the packages in one go but it does not work, as well as doing the same in Anaconda Navigator, or installing an older Anaconda release with Python 3.5 (Anaconda3 4.2.0) as indicated in some tutorial on Theano."
https://github.com/d3/d3,Allen Mao,Installing
https://github.com/d3/d3,Allen Mao,"If you use npm, npm install d3. Otherwise, download the latest release. The released bundle supports anonymous AMD, CommonJS, and vanilla environments. You can load directly from d3js.org, CDNJS, or unpkg. For example:"
https://github.com/d3/d3,Allen Mao,"<script src=""https://d3js.org/d3.v5.js""></script>"
https://github.com/d3/d3,Allen Mao,For the minified version:
https://github.com/d3/d3,Allen Mao,"<script src=""https://d3js.org/d3.v5.min.js""></script>"
https://github.com/d3/d3,Allen Mao,"You can also use the standalone D3 microlibraries. For example, d3-selection:"
https://github.com/d3/d3,Allen Mao,"<script src=""https://d3js.org/d3-selection.v1.js""></script>"
https://github.com/driftingtides/hyvr,Allen Mao,Installing the HyVR package
https://github.com/driftingtides/hyvr,Allen Mao,Installing Python
https://github.com/driftingtides/hyvr,Allen Mao,"If you are using Windows, we recommend installing the Anaconda distribution of Python 3. This distribution has the majority of dependencies that HyVR requires."
https://github.com/driftingtides/hyvr,Allen Mao,It is also a good idea to install the HyVR package into a virtual environment. Do this by opening a command prompt window and typing the following:
https://github.com/driftingtides/hyvr,Allen Mao,conda create --name hyvr_env
https://github.com/driftingtides/hyvr,Allen Mao,You need to then activate this environment:
https://github.com/driftingtides/hyvr,Allen Mao,conda activate hyvr_env
https://github.com/driftingtides/hyvr,Allen Mao,Linux
https://github.com/driftingtides/hyvr,Allen Mao,"Depending on your preferences you can either use the Anaconda/Miniconda distribution of python, or the version of your package manager. If you choose the former, follow the same steps as for Windows."
https://github.com/driftingtides/hyvr,Allen Mao,"If you choose the latter, you probably already have Python 3 installed. If not, you can install it using your package manager (e.g. apt on Ubuntu/Debian)."
https://github.com/driftingtides/hyvr,Allen Mao,In any way we recommend using a virtual environment. Non-conda users can use virtualenvwrapper or pipenv.
https://github.com/driftingtides/hyvr,Allen Mao,Installing HyVR
https://github.com/driftingtides/hyvr,Allen Mao,"Once you have activated your virtual environment, you can install HyVR from PyPI using pip:"
https://github.com/driftingtides/hyvr,Allen Mao,pip install hyvr
https://github.com/driftingtides/hyvr,Allen Mao,"The version on PyPI should always be up to date. If it's not, you can also install HyVR from github:"
https://github.com/driftingtides/hyvr,Allen Mao,git clone https://github.com/driftingtides/hyvr.git
https://github.com/driftingtides/hyvr,Allen Mao,To install from source you need a C compiler.
https://github.com/driftingtides/hyvr,Allen Mao,Installation from conda-forge will (hopefully) be coming soon.
https://github.com/driftingtides/hyvr,Allen Mao,Python
https://github.com/driftingtides/hyvr,Allen Mao,"HyVR was developed for use with Python 3.4 or greater. It may be possible to use with earlier versions of Python 3, however this has not been tested."
https://github.com/driftingtides/hyvr,Allen Mao,numpy <= 1.13.3
https://github.com/driftingtides/hyvr,Allen Mao,matplotlib <= 2.1.0
https://github.com/driftingtides/hyvr,Allen Mao,scipy = 1.0.0
https://github.com/driftingtides/hyvr,Allen Mao,pandas = 0.21.0
https://github.com/driftingtides/hyvr,Allen Mao,flopy == 3.2.9 (optional for modflow output)
https://github.com/driftingtides/hyvr,Allen Mao,pyevtk = 1.1.0 (optional for VTK output)
https://github.com/driftingtides/hyvr,Allen Mao,h5py (optional for HDF5 output)
https://github.com/driving-behavior/DBNet,Allen Mao,Tensorflow 1.2.0
https://github.com/driving-behavior/DBNet,Allen Mao,CUDA 8.0+ (For GPU)
https://github.com/driving-behavior/DBNet,Allen Mao,"Python Libraries: numpy, scipy and laspy"
https://github.com/driving-behavior/DBNet,Allen Mao,"The code has been tested with Python 2.7, Tensorflow 1.2.0, CUDA 8.0 and cuDNN 5.1 on Ubuntu 14.04. But it may work on more machines (directly or through mini-modification), pull-requests or test report are well welcomed."
https://github.com/empymod/empymod,Allen Mao,You can install empymod either via conda:
https://github.com/empymod/empymod,Allen Mao,conda install -c prisae empymod
https://github.com/empymod/empymod,Allen Mao,or via pip:
https://github.com/empymod/empymod,Allen Mao,pip install empymod
https://github.com/empymod/empymod,Allen Mao,Required are Python version 3.5 or higher and the modules NumPy and SciPy. Consult the installation notes in the manual for more information regarding installation and requirements.
https://github.com/endernewton/iter-reason,Allen Mao,"Tensorflow, tested with version 1.6 with Ubuntu 16.04, installed with:"
https://github.com/endernewton/iter-reason,Allen Mao,pip install --ignore-installed --upgrade https://storage.googleapis.com/tensorflow/linux/gpu/tensorflow_gpu-1.6.0-cp27-none-linux_x86_64.whl
https://github.com/endernewton/iter-reason,Allen Mao,Other packages needed can be installed with pip:
https://github.com/endernewton/iter-reason,Allen Mao,pip install Cython easydict matplotlib opencv-python Pillow pyyaml scipy
https://github.com/endernewton/iter-reason,Allen Mao,"For running COCO, the API can be installed globally:"
https://github.com/endernewton/iter-reason,Allen Mao,# any path is okay
https://github.com/endernewton/iter-reason,Allen Mao,mkdir ~/install && cd ~/install
https://github.com/endernewton/iter-reason,Allen Mao,git clone https://github.com/cocodataset/cocoapi.git cocoapi
https://github.com/endernewton/iter-reason,Allen Mao,cd cocoapi/PythonAPI
https://github.com/endernewton/iter-reason,Allen Mao,python setup.py install --user
https://github.com/endernewton/iter-reason,Allen Mao,git clone https://github.com/endernewton/iter-reason.git
https://github.com/endernewton/iter-reason,Allen Mao,cd iter-reason
https://github.com/endernewton/iter-reason,Allen Mao,"Set up data, here we use ADE20K as an example."
https://github.com/endernewton/iter-reason,Allen Mao,mkdir -p data/ADE
https://github.com/endernewton/iter-reason,Allen Mao,cd data/ADE
https://github.com/endernewton/iter-reason,Allen Mao,wget -v http://groups.csail.mit.edu/vision/datasets/ADE20K/ADE20K_2016_07_26.zip
https://github.com/endernewton/iter-reason,Allen Mao,tar -xzvf ADE20K_2016_07_26.zip
https://github.com/endernewton/iter-reason,Allen Mao,mv ADE20K_2016_07_26/* ./
https://github.com/endernewton/iter-reason,Allen Mao,rmdir ADE20K_2016_07_26
https://github.com/endernewton/iter-reason,Allen Mao,# then get the train/val/test split
https://github.com/endernewton/iter-reason,Allen Mao,wget -v http://xinleic.xyz/data/ADE_split.tar.gz
https://github.com/endernewton/iter-reason,Allen Mao,tar -xzvf ADE_split.tar.gz
https://github.com/endernewton/iter-reason,Allen Mao,rm -vf ADE_split.tar.gz
https://github.com/endernewton/iter-reason,Allen Mao,cd ../..
https://github.com/endernewton/iter-reason,Allen Mao,Set up pre-trained ImageNet models. This is similarly done in tf-faster-rcnn. Here by default we use ResNet-50 as the backbone:
https://github.com/endernewton/iter-reason,Allen Mao,mkdir -p data/imagenet_weights
https://github.com/endernewton/iter-reason,Allen Mao,cd data/imagenet_weights
https://github.com/endernewton/iter-reason,Allen Mao,wget -v http://download.tensorflow.org/models/resnet_v1_50_2016_08_28.tar.gz
https://github.com/endernewton/iter-reason,Allen Mao,tar -xzvf resnet_v1_50_2016_08_28.tar.gz
https://github.com/endernewton/iter-reason,Allen Mao,mv resnet_v1_50.ckpt res50.ckpt
https://github.com/endernewton/iter-reason,Allen Mao,Compile the library (for computing bounding box overlaps).
https://github.com/endernewton/iter-reason,Allen Mao,cd lib
