URL,contributor,excerpt
https://github.com/OpenGeoVis/omfvista,Allen Mao,#  from the thresher tool
https://github.com/OpenGeoVis/omfvista,Allen Mao,p = thresher.plotter
https://github.com/OpenGeoVis/omfvista,Allen Mao,# Add our datasets
https://github.com/OpenGeoVis/omfvista,Allen Mao,"p.add_mesh(topo, cmap='gist_earth', opacity=0.5)"
https://github.com/OpenGeoVis/omfvista,Allen Mao,"p.add_mesh(assay, color='blue', line_width=3)"
https://github.com/OpenGeoVis/omfvista,Allen Mao,"p.add_mesh(dacite, color='yellow', opacity=0.6)"
https://github.com/OpenGeoVis/omfvista,Allen Mao,# Add the bounds axis
https://github.com/OpenGeoVis/omfvista,Allen Mao,p.show_bounds()
https://github.com/OpenGeoVis/omfvista,Allen Mao,"And once you like what the render view displays, you can save a screenshot:"
https://github.com/OpenGeoVis/omfvista,Allen Mao,p.screenshot('wolfpass.png')
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,Run the notebook:
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,cd notebooks/
https://github.com/OpenGeoscience/geonotebook/,Allen Mao,jupyter notebook
https://github.com/Toblerity/Fiona/,Allen Mao,Collections
https://github.com/Toblerity/Fiona/,Allen Mao,"Records are read from and written to file-like Collection objects returned from the fiona.open() function. Records are mappings modeled on the GeoJSON format. They don't have any spatial methods of their own, so if you want to do anything fancy with them you will probably need Shapely or something like it. Here is an example of using Fiona to read some records from one data file, change their geometry attributes, and write them to a new data file."
https://github.com/Toblerity/Fiona/,Allen Mao,import fiona
https://github.com/Toblerity/Fiona/,Allen Mao,"# Open a file for reading. We'll call this the ""source."""
https://github.com/Toblerity/Fiona/,Allen Mao,with fiona.open('tests/data/coutwildrnp.shp') as src:
https://github.com/Toblerity/Fiona/,Allen Mao,"# The file we'll write to, the ""destination"", must be initialized"
https://github.com/Toblerity/Fiona/,Allen Mao,"# with a coordinate system, a format driver name, and"
https://github.com/Toblerity/Fiona/,Allen Mao,# a record schema.  We can get initial values from the open
https://github.com/Toblerity/Fiona/,Allen Mao,# collection's ``meta`` property and then modify them as
https://github.com/Toblerity/Fiona/,Allen Mao,# desired.
https://github.com/Toblerity/Fiona/,Allen Mao,meta = src.meta
https://github.com/Toblerity/Fiona/,Allen Mao,meta['schema']['geometry'] = 'Point'
https://github.com/Toblerity/Fiona/,Allen Mao,"# Open an output file, using the same format driver and"
https://github.com/Toblerity/Fiona/,Allen Mao,# coordinate reference system as the source. The ``meta``
https://github.com/Toblerity/Fiona/,Allen Mao,# mapping fills in the keyword parameters of fiona.open().
https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('test_write.shp', 'w', **meta) as dst:"
https://github.com/Toblerity/Fiona/,Allen Mao,# Process only the records intersecting a box.
https://github.com/Toblerity/Fiona/,Allen Mao,"for f in src.filter(bbox=(-107.0, 37.0, -105.0, 39.0)):"
https://github.com/Toblerity/Fiona/,Allen Mao,# Get a point on the boundary of the record's
https://github.com/Toblerity/Fiona/,Allen Mao,# geometry.
https://github.com/Toblerity/Fiona/,Allen Mao,f['geometry'] = {
https://github.com/Toblerity/Fiona/,Allen Mao,"'type': 'Point',"
https://github.com/Toblerity/Fiona/,Allen Mao,'coordinates': f['geometry']['coordinates'][0][0]}
https://github.com/Toblerity/Fiona/,Allen Mao,# Write the record out.
https://github.com/Toblerity/Fiona/,Allen Mao,dst.write(f)
https://github.com/Toblerity/Fiona/,Allen Mao,# The destination's contents are flushed to disk and the file is
https://github.com/Toblerity/Fiona/,Allen Mao,# closed when its ``with`` block ends. This effectively
https://github.com/Toblerity/Fiona/,Allen Mao,# executes ``dst.flush(); dst.close()``.
https://github.com/Toblerity/Fiona/,Allen Mao,Reading Multilayer data
https://github.com/Toblerity/Fiona/,Allen Mao,Collections can also be made from single layers within multilayer files or directories of data. The target layer is specified by name or by its integer index within the file or directory. The fiona.listlayers() function provides an index ordered list of layer names.
https://github.com/Toblerity/Fiona/,Allen Mao,for layername in fiona.listlayers('tests/data'):
https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('tests/data', layer=layername) as src:"
https://github.com/Toblerity/Fiona/,Allen Mao,"print(layername, len(src))"
https://github.com/Toblerity/Fiona/,Allen Mao,# Output:
https://github.com/Toblerity/Fiona/,Allen Mao,"# (u'coutwildrnp', 67)"
https://github.com/Toblerity/Fiona/,Allen Mao,"Layer can also be specified by index. In this case, layer=0 and layer='test_uk' specify the same layer in the data file or directory."
https://github.com/Toblerity/Fiona/,Allen Mao,"for i, layername in enumerate(fiona.listlayers('tests/data')):"
https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('tests/data', layer=i) as src:"
https://github.com/Toblerity/Fiona/,Allen Mao,"print(i, layername, len(src))"
https://github.com/Toblerity/Fiona/,Allen Mao,"# (0, u'coutwildrnp', 67)"
https://github.com/Toblerity/Fiona/,Allen Mao,Writing Multilayer data
https://github.com/Toblerity/Fiona/,Allen Mao,Multilayer data can be written as well. Layers must be specified by name when writing.
https://github.com/Toblerity/Fiona/,Allen Mao,with open('tests/data/cowildrnp.shp') as src:
https://github.com/Toblerity/Fiona/,Allen Mao,f = next(src)
https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('/tmp/foo', 'w', layer='bar', **meta) as dst:"
https://github.com/Toblerity/Fiona/,Allen Mao,print(fiona.listlayers('/tmp/foo'))
https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('/tmp/foo', layer='bar') as src:"
https://github.com/Toblerity/Fiona/,Allen Mao,print(len(src))
https://github.com/Toblerity/Fiona/,Allen Mao,print(f['geometry']['type'])
https://github.com/Toblerity/Fiona/,Allen Mao,print(f['properties'])
https://github.com/Toblerity/Fiona/,Allen Mao,# [u'bar']
https://github.com/Toblerity/Fiona/,Allen Mao,# 1
https://github.com/Toblerity/Fiona/,Allen Mao,# Polygon
https://github.com/Toblerity/Fiona/,Allen Mao,"# OrderedDict([(u'PERIMETER', 1.22107), (u'FEATURE2', None), (u'NAME', u'Mount Naomi Wilderness'), (u'FEATURE1', u'Wilderness'), (u'URL', u'http://www.wilderness.net/index.cfm?fuse=NWPS&sec=wildView&wname=Mount%20Naomi'), (u'AGBUR', u'FS'), (u'AREA', 0.0179264), (u'STATE_FIPS', u'49'), (u'WILDRNP020', 332), (u'STATE', u'UT')])"
https://github.com/Toblerity/Fiona/,Allen Mao,A view of the /tmp/foo directory will confirm the creation of the new files.
https://github.com/Toblerity/Fiona/,Allen Mao,$ ls /tmp/foo
https://github.com/Toblerity/Fiona/,Allen Mao,bar.cpg bar.dbf bar.prj bar.shp bar.shx
https://github.com/Toblerity/Fiona/,Allen Mao,Collections from archives and virtual file systems
https://github.com/Toblerity/Fiona/,Allen Mao,"Zip and Tar archives can be treated as virtual filesystems and Collections can be made from paths and layers within them. In other words, Fiona lets you read and write zipped Shapefiles."
https://github.com/Toblerity/Fiona/,Allen Mao,"for i, layername in enumerate("
https://github.com/Toblerity/Fiona/,Allen Mao,fiona.listlayers('zip://tests/data/coutwildrnp.zip'):
https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('zip://tests/data/coutwildrnp.zip', layer=i) as src:"
https://github.com/Toblerity/Fiona/,Allen Mao,"Fiona can also read from more exotic file systems. For instance, a zipped shape file in S3 can be accessed like so:"
https://github.com/Toblerity/Fiona/,Allen Mao,with fiona.open('zip+s3://mapbox/rasterio/coutwildrnp.zip') as src:
https://github.com/Toblerity/Fiona/,Allen Mao,# 67
https://github.com/Toblerity/Fiona/,Allen Mao,Fiona CLI
https://github.com/Toblerity/Fiona/,Allen Mao,"Fiona's command line interface, named ""fio"", is documented at docs/cli.rst. Its fio info pretty prints information about a data file."
https://github.com/Toblerity/Fiona/,Allen Mao,$ fio info --indent 2 tests/data/coutwildrnp.shp
https://github.com/Toblerity/Fiona/,Allen Mao,"{count"": 67,
  ""crs"": ""EPSG:4326"",
  ""driver"": ""ESRI Shapefile"",
  ""bounds"": [
    -113.56424713134766,
    37.0689811706543,
    -104.97087097167969,
    41.99627685546875
  ],
  ""schema"": {
    ""geometry"": ""Polygon"",
    ""properties"": {
      ""PERIMETER"": ""float:24.15"",
      ""FEATURE2"": ""str:80"",
      ""NAME"": ""str:80"",
      ""FEATURE1"": ""str:80"",
      ""URL"": ""str:101"",
      ""AGBUR"": ""str:80"",
      ""AREA"": ""float:24.15"",
      ""STATE_FIPS"": ""str:80"",
      ""WILDRNP020"": ""int:10"",
      ""STATE"": ""str:80}}}"
https://github.com/Toblerity/Shapely,Allen Mao,Here is the canonical example of building an approximately circular patch by buffering a point.
https://github.com/Toblerity/Shapely,Allen Mao,>>> from shapely.geometry import Point
https://github.com/Toblerity/Shapely,Allen Mao,">>> patch = Point(0.0, 0.0).buffer(10.0)"
https://github.com/Toblerity/Shapely,Allen Mao,>>> patch
https://github.com/Toblerity/Shapely,Allen Mao,<shapely.geometry.polygon.Polygon object at 0x...>
https://github.com/Toblerity/Shapely,Allen Mao,>>> patch.area
https://github.com/Toblerity/Shapely,Allen Mao,See the manual for comprehensive usage snippets and the dissolve.py and intersect.py examples.
https://github.com/Toblerity/Shapely,Allen Mao,Integration
https://github.com/Toblerity/Shapely,Allen Mao,"Shapely does not read or write data files, but it can serialize and deserialize using several well known formats and protocols. The shapely.wkb and shapely.wkt modules provide dumpers and loaders inspired by Python's pickle module."
https://github.com/Toblerity/Shapely,Allen Mao,">>> from shapely.wkt import dumps, loads"
https://github.com/Toblerity/Shapely,Allen Mao,>>> dumps(loads('POINT (0 0)'))
https://github.com/Toblerity/Shapely,Allen Mao,'POINT (0.0000000000000000 0.0000000000000000)'
https://github.com/Toblerity/Shapely,Allen Mao,Shapely can also integrate with other Python GIS packages using GeoJSON-like dicts.
https://github.com/Toblerity/Shapely,Allen Mao,>>> import json
https://github.com/Toblerity/Shapely,Allen Mao,">>> from shapely.geometry import mapping, shape"
https://github.com/Toblerity/Shapely,Allen Mao,">>> s = shape(json.loads('{""type"": ""Point"", ""coordinates"": [0.0, 0.0]}'))"
https://github.com/Toblerity/Shapely,Allen Mao,>>> s
https://github.com/Toblerity/Shapely,Allen Mao,<shapely.geometry.point.Point object at 0x...>
https://github.com/Toblerity/Shapely,Allen Mao,>>> print(json.dumps(mapping(s)))
https://github.com/Toblerity/Shapely,Allen Mao,"{""type"": ""Point"", ""coordinates"": [0.0, 0.0]}"
https://github.com/XiaLiPKU/RESCAN,Allen Mao,"Train, Test and Show"
https://github.com/XiaLiPKU/RESCAN,Allen Mao,python train.py
https://github.com/XiaLiPKU/RESCAN,Allen Mao,python eval.py
https://github.com/XiaLiPKU/RESCAN,Allen Mao,python show.py
https://github.com/ZhouYanzhao/PRM,Allen Mao,Run demo
https://github.com/ZhouYanzhao/PRM,Allen Mao,Install Nest's build-in Pytorch modules:
https://github.com/ZhouYanzhao/PRM,Allen Mao,"To increase reusability, I abstracted some features from the original code, such as network trainer, to build Nest's built-in pytorch module set."
https://github.com/ZhouYanzhao/PRM,Allen Mao,$ nest module install github@ZhouYanzhao/Nest:pytorch pytorch
https://github.com/ZhouYanzhao/PRM,Allen Mao,Download the PASCAL-VOC2012 dataset:
https://github.com/ZhouYanzhao/PRM,Allen Mao,mkdir ./PRM/demo/datasets
https://github.com/ZhouYanzhao/PRM,Allen Mao,cd ./PRM/demo/datasets
https://github.com/ZhouYanzhao/PRM,Allen Mao,# download and extract data
https://github.com/ZhouYanzhao/PRM,Allen Mao,wget http://host.robots.ox.ac.uk/pascal/VOC/voc2012/VOCtrainval_11-May-2012.tar
https://github.com/ZhouYanzhao/PRM,Allen Mao,tar xvf VOCtrainval_11-May-2012.tar
https://github.com/ZhouYanzhao/PRM,Allen Mao,Run the demo experiment via demo/main.ipynb
https://github.com/agile-geoscience/striplog/,Allen Mao,Development: setting up for testing
https://github.com/agile-geoscience/striplog/,Allen Mao,"There are other requirements for testing, as listed in setup.py. They should install with:"
https://github.com/agile-geoscience/striplog/,Allen Mao,python setup.py test
https://github.com/agile-geoscience/striplog/,Allen Mao,But I had better luck doing conda install pytest first.
https://github.com/agile-geoscience/striplog/,Allen Mao,The tests can be run with:
https://github.com/agile-geoscience/striplog/,Allen Mao,python run_tests.py
https://github.com/akaszynski/pyansys,Allen Mao,Quick Examples
https://github.com/akaszynski/pyansys,Allen Mao,"Many of the following examples are built in and can be run from the build-in examples module. For a quick demo, run:"
https://github.com/akaszynski/pyansys,Allen Mao,from pyansys import examples
https://github.com/akaszynski/pyansys,Allen Mao,examples.run_all()
https://github.com/akaszynski/pyansys,Allen Mao,Controlling ANSYS
https://github.com/akaszynski/pyansys,Allen Mao,Create an instance of ANSYS and interactively send commands to it. This is a direct interface and does not rely on writing a temporary script file. You can also generate plots using matplotlib.
https://github.com/akaszynski/pyansys,Allen Mao,import os
https://github.com/akaszynski/pyansys,Allen Mao,import pyansys
https://github.com/akaszynski/pyansys,Allen Mao,path = os.getcwd()
https://github.com/akaszynski/pyansys,Allen Mao,"ansys = pyansys.ANSYS(run_location=path, interactive_plotting=True)"
https://github.com/akaszynski/pyansys,Allen Mao,# create a square area using keypoints
https://github.com/akaszynski/pyansys,Allen Mao,ansys.Prep7()
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(1, 0, 0, 0)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(2, 1, 0, 0)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(3, 1, 1, 0)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(4, 0, 1, 0)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(1, 2)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(2, 3)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(3, 4)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(4, 1)"
https://github.com/akaszynski/pyansys,Allen Mao,"ansys.Al(1, 2, 3, 4)"
https://github.com/akaszynski/pyansys,Allen Mao,ansys.Aplot()
https://github.com/akaszynski/pyansys,Allen Mao,ansys.Save()
https://github.com/akaszynski/pyansys,Allen Mao,ansys.Exit()
https://github.com/akaszynski/pyansys,Allen Mao,Loading and Plotting an ANSYS Archive File
https://github.com/akaszynski/pyansys,Allen Mao,"ANSYS archive files containing solid elements (both legacy and current), can be loaded using Archive and then converted to a vtk object."
https://github.com/akaszynski/pyansys,Allen Mao,# Sample *.cdb
https://github.com/akaszynski/pyansys,Allen Mao,filename = examples.hexarchivefile
https://github.com/akaszynski/pyansys,Allen Mao,# Read ansys archive file
https://github.com/akaszynski/pyansys,Allen Mao,archive = pyansys.Archive(filename)
https://github.com/akaszynski/pyansys,Allen Mao,# Print raw data from cdb
https://github.com/akaszynski/pyansys,Allen Mao,for key in archive.raw:
https://github.com/akaszynski/pyansys,Allen Mao,"print(""%s : %s"" % (key, archive.raw[key]))"
https://github.com/akaszynski/pyansys,Allen Mao,# Create a vtk unstructured grid from the raw data and plot it
https://github.com/akaszynski/pyansys,Allen Mao,grid = archive.parse_vtk()
https://github.com/akaszynski/pyansys,Allen Mao,grid.plot()
https://github.com/akaszynski/pyansys,Allen Mao,# write this as a vtk xml file
https://github.com/akaszynski/pyansys,Allen Mao,grid.Write('hex.vtu')
https://github.com/akaszynski/pyansys,Allen Mao,grid = pv.UnstructuredGrid('hex.vtu')
https://github.com/akaszynski/pyansys,Allen Mao,Loading the Result File
https://github.com/akaszynski/pyansys,Allen Mao,This example reads in binary results from a modal analysis of a beam from ANSYS.
https://github.com/akaszynski/pyansys,Allen Mao,# Load the reader from pyansys
https://github.com/akaszynski/pyansys,Allen Mao,# Sample result file
https://github.com/akaszynski/pyansys,Allen Mao,rstfile = examples.rstfile
https://github.com/akaszynski/pyansys,Allen Mao,# Create result object by loading the result file
https://github.com/akaszynski/pyansys,Allen Mao,result = pyansys.read_binary(rstfile)
https://github.com/akaszynski/pyansys,Allen Mao,# Beam natural frequencies
https://github.com/akaszynski/pyansys,Allen Mao,freqs = result.time_values
https://github.com/akaszynski/pyansys,Allen Mao,>>> print(freq)
https://github.com/akaszynski/pyansys,Allen Mao,[ 7366.49503969  7366.49503969 11504.89523664 17285.70459456
https://github.com/akaszynski/pyansys,Allen Mao,17285.70459457 20137.19299035]
https://github.com/akaszynski/pyansys,Allen Mao,# Get the 1st bending mode shape.  Results are ordered based on the sorted
https://github.com/akaszynski/pyansys,Allen Mao,# node numbering.  Note that results are zero indexed
https://github.com/akaszynski/pyansys,Allen Mao,"nnum, disp = result.nodal_solution(0)"
https://github.com/akaszynski/pyansys,Allen Mao,>>> print(disp)
https://github.com/akaszynski/pyansys,Allen Mao,[[ 2.89623914e+01 -2.82480489e+01 -3.09226692e-01]
https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89489249e+01 -2.82342416e+01  2.47536161e+01]
https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89177130e+01 -2.82745126e+01  6.05151053e+00]
https://github.com/akaszynski/pyansys,Allen Mao,[ 2.88715048e+01 -2.82764960e+01  1.22913304e+01]
https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89221536e+01 -2.82479511e+01  1.84965333e+01]
https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89623914e+01 -2.82480489e+01  3.09226692e-01]
https://github.com/akaszynski/pyansys,Allen Mao,"result.plot_nodal_solution(0, 'x', label='Displacement')"
https://github.com/akaszynski/pyansys,Allen Mao,Reading a Full File
https://github.com/akaszynski/pyansys,Allen Mao,This example reads in the mass and stiffness matrices associated with the above example.
https://github.com/akaszynski/pyansys,Allen Mao,from scipy import sparse
https://github.com/akaszynski/pyansys,Allen Mao,# load the full file
https://github.com/akaszynski/pyansys,Allen Mao,fobj = pyansys.FullReader('file.full')
https://github.com/akaszynski/pyansys,Allen Mao,"dofref, k, m = fobj.load_km()  # returns upper triangle only"
https://github.com/akaszynski/pyansys,Allen Mao,"# make k, m full, symmetric matricies"
https://github.com/akaszynski/pyansys,Allen Mao,"k += sparse.triu(k, 1).T"
https://github.com/akaszynski/pyansys,Allen Mao,"m += sparse.triu(m, 1).T"
https://github.com/akaszynski/pyansys,Allen Mao,"If you have scipy installed, you can solve the eigensystem for its natural frequencies and mode shapes."
https://github.com/akaszynski/pyansys,Allen Mao,from scipy.sparse import linalg
https://github.com/akaszynski/pyansys,Allen Mao,# condition the k matrix
https://github.com/akaszynski/pyansys,Allen Mao,"# to avoid getting the ""Factor is exactly singular"" error"
https://github.com/akaszynski/pyansys,Allen Mao,"k += sparse.diags(np.random.random(k.shape[0])/1E20, shape=k.shape)"
https://github.com/akaszynski/pyansys,Allen Mao,# Solve
https://github.com/akaszynski/pyansys,Allen Mao,"w, v = linalg.eigsh(k, k=20, M=m, sigma=10000)"
https://github.com/akaszynski/pyansys,Allen Mao,# System natural frequencies
https://github.com/akaszynski/pyansys,Allen Mao,f = (np.real(w))**0.5/(2*np.pi)
https://github.com/akaszynski/pyansys,Allen Mao,print('First four natural frequencies')
https://github.com/akaszynski/pyansys,Allen Mao,for i in range(4):
https://github.com/akaszynski/pyansys,Allen Mao,print '{:.3f} Hz'.format(f[i])
https://github.com/albertpumarola/GANimation,Allen Mao,Data Preparation
https://github.com/albertpumarola/GANimation,Allen Mao,The code requires a directory containing the following files:
https://github.com/albertpumarola/GANimation,Allen Mao,imgs/: folder with all image
https://github.com/albertpumarola/GANimation,Allen Mao,aus_openface.pkl: dictionary containing the images action units.
https://github.com/albertpumarola/GANimation,Allen Mao,train_ids.csv: file containing the images names to be used to train.
https://github.com/albertpumarola/GANimation,Allen Mao,test_ids.csv: file containing the images names to be used to test.
https://github.com/albertpumarola/GANimation,Allen Mao,An example of this directory is shown in sample_dataset/.
https://github.com/albertpumarola/GANimation,Allen Mao,To generate the aus_openface.pkl extract each image Action Units with OpenFace and store each output in a csv file the same name as the image. Then run:
https://github.com/albertpumarola/GANimation,Allen Mao,python data/prepare_au_annotations.py
https://github.com/albertpumarola/GANimation,Allen Mao,Run
https://github.com/albertpumarola/GANimation,Allen Mao,To train:
https://github.com/albertpumarola/GANimation,Allen Mao,bash launch/run_train.sh
https://github.com/albertpumarola/GANimation,Allen Mao,To test:
https://github.com/albertpumarola/GANimation,Allen Mao,python test --input_path path/to/img
https://github.com/cgre-aachen/gempy,Allen Mao,Pull Docker image from DockerHub
https://github.com/cgre-aachen/gempy,Allen Mao,The easiest way to get remote-geomod running is by running the pre-compiled Docker image (containing everything you need) directly from the cloud service Docker Hub to get a locally running Docker container. Make sure to set your Docker daemon to Linux containers in Docker's context menu.
https://github.com/cgre-aachen/gempy,Allen Mao,$ docker run -it -p 8899:8899 leguark/gempy
https://github.com/cgre-aachen/gempy,Allen Mao,"This will automatically pull the Docker image from Docker Hub and run it, opening a command line shell inside of the running Docker container. There you have access to the file system inside of the container. Note that this pre-compiled Docker image already contains the GemPy repository."
